model_type,train_protocol,seed,eval_profile,eval_protocol,scope,horizon_s,pos_err_median,pos_err_p95,rot_geodesic_median,completion,n_traj,gate_pos_med_60s,train_nbad,train_anomaly,rollout_diverged,source
ablate_no_lift,clean,42,clean,clean,CHIRP,10.0,0.054481151292981464,0.09847198325990122,0.0051630823872983456,,30,0.5262126349582315,0,0,0,checkpoints/sweep_oc_phase1a_decision_clean_t2_wpfrag_ablate_no_lift/ablation_ablate_no_lift_seed42/rollout_benchmark/phase1a_iideval_traj30_seed42_20260523_221138/clean/summary.json
ablate_no_lift,clean,43,clean,clean,CHIRP,10.0,2.976996794021657,4.528156106710764,0.11174013093113899,,30,44.38019951260009,276,1,1,checkpoints/sweep_oc_phase1a_decision_clean_t2_wpfrag_ablate_no_lift/ablation_ablate_no_lift_seed43/rollout_benchmark/phase1a_iideval_traj30_seed42_20260523_222700/clean/summary.json
ablate_no_lift,clean,44,clean,clean,CHIRP,10.0,0.08098401262527269,0.14388808521192217,0.005959938978776336,,30,0.8268659015687323,0,0,0,checkpoints/sweep_oc_phase1a_decision_clean_t2_wpfrag_ablate_no_lift/ablation_ablate_no_lift_seed44/rollout_benchmark/phase1a_iideval_traj30_seed42_20260523_224227/clean/summary.json
ablate_no_lift,clean,45,clean,clean,CHIRP,10.0,0.07232798763184876,0.11818890037630828,0.00475911539979279,,30,0.5647228229451171,0,0,0,checkpoints/sweep_oc_phase1a_decision_clean_t2_wpfrag_ablate_no_lift/ablation_ablate_no_lift_seed45/rollout_benchmark/phase1a_iideval_traj30_seed42_20260523_225735/clean/summary.json
ablate_no_lift,clean,46,clean,clean,CHIRP,10.0,0.131555344562635,0.22296645262349674,0.012345833703875542,,30,1.3974035368764872,0,0,0,checkpoints/sweep_oc_phase1a_decision_clean_t2_wpfrag_ablate_no_lift/ablation_ablate_no_lift_seed46/rollout_benchmark/phase1a_iideval_traj30_seed42_20260523_231245/clean/summary.json
ablate_no_lift,clean,42,clean,clean,CHIRP,30.0,0.19393175084462044,0.5575154075003618,0.005980208516120911,,30,0.5262126349582315,0,0,0,checkpoints/sweep_oc_phase1a_decision_clean_t2_wpfrag_ablate_no_lift/ablation_ablate_no_lift_seed42/rollout_benchmark/phase1a_iideval_traj30_seed42_20260523_221138/clean/summary.json
ablate_no_lift,clean,43,clean,clean,CHIRP,30.0,14.190343801184795,22.31268496177283,0.13824591785669327,,30,44.38019951260009,276,1,1,checkpoints/sweep_oc_phase1a_decision_clean_t2_wpfrag_ablate_no_lift/ablation_ablate_no_lift_seed43/rollout_benchmark/phase1a_iideval_traj30_seed42_20260523_222700/clean/summary.json
ablate_no_lift,clean,44,clean,clean,CHIRP,30.0,0.26245156020372096,0.5673722744204396,0.008519011083990335,,30,0.8268659015687323,0,0,0,checkpoints/sweep_oc_phase1a_decision_clean_t2_wpfrag_ablate_no_lift/ablation_ablate_no_lift_seed44/rollout_benchmark/phase1a_iideval_traj30_seed42_20260523_224227/clean/summary.json
ablate_no_lift,clean,45,clean,clean,CHIRP,30.0,0.2183886163906653,0.4586759116624191,0.007112501887604594,,30,0.5647228229451171,0,0,0,checkpoints/sweep_oc_phase1a_decision_clean_t2_wpfrag_ablate_no_lift/ablation_ablate_no_lift_seed45/rollout_benchmark/phase1a_iideval_traj30_seed42_20260523_225735/clean/summary.json
ablate_no_lift,clean,46,clean,clean,CHIRP,30.0,0.38428497973258524,0.7874898427345448,0.017178239300847054,,30,1.3974035368764872,0,0,0,checkpoints/sweep_oc_phase1a_decision_clean_t2_wpfrag_ablate_no_lift/ablation_ablate_no_lift_seed46/rollout_benchmark/phase1a_iideval_traj30_seed42_20260523_231245/clean/summary.json
ablate_no_lift,clean,42,clean,clean,CHIRP,60.0,0.5154609329552701,1.224033354655027,0.007819963619112968,,30,0.5262126349582315,0,0,0,checkpoints/sweep_oc_phase1a_decision_clean_t2_wpfrag_ablate_no_lift/ablation_ablate_no_lift_seed42/rollout_benchmark/phase1a_iideval_traj30_seed42_20260523_221138/clean/summary.json
ablate_no_lift,clean,43,clean,clean,CHIRP,60.0,45.09936151803943,51.834799931683165,0.21956539899110794,,30,44.38019951260009,276,1,1,checkpoints/sweep_oc_phase1a_decision_clean_t2_wpfrag_ablate_no_lift/ablation_ablate_no_lift_seed43/rollout_benchmark/phase1a_iideval_traj30_seed42_20260523_222700/clean/summary.json
ablate_no_lift,clean,44,clean,clean,CHIRP,60.0,0.6355617874286328,1.4823364125617626,0.011445970740169287,,30,0.8268659015687323,0,0,0,checkpoints/sweep_oc_phase1a_decision_clean_t2_wpfrag_ablate_no_lift/ablation_ablate_no_lift_seed44/rollout_benchmark/phase1a_iideval_traj30_seed42_20260523_224227/clean/summary.json
